Time,Object,Density (kg/m^3),Pressure (kg/ms^2),Velocity (m/s),Temperature (K),Mass Flow Rate (kg/s),Mass (kg),Dynamic Pressure (kg/ms^2)
0.0,pressure_inlet,237.24535307556386,20684280.0,75.0,280.7,N/A,N/A,N/A
0.0,INTER1,237.24535307297552,20684280.0,12.741769138669923,280.7000000024609,0.09573368554780286,N/A,19258.709537372593
0.0,critical_orifice,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.0,INTER2,85.01165012751456,6996085.392957324,35.558955905371946,280.70000000426813,0.09573368555569192,N/A,53746.03760571022
0.0,pressure_outlet,80.80229145074489,6996085.392960001,N/A,N/A,N/A,N/A,N/A
