Time,Interface,Density (kg/m^3),Pressure (kg/ms^2),Velocity (m/s),Temperature (K),Mass Flow Rate (kg/s),Dynamic Pressure (kg/ms^2)
3.5000000000000018,INTER1,88.32179017243472,7653560.0427628355,4.426754784230529,293.1499999998884,0.01238199602790036,865.3838739851672
3.5000000000000018,INTER2,79.64069285513682,6894760.0,4.909285608864697,293.15,0.012381996031577356,959.7135615224859
3.600000000000002,INTER1,87.41111563984958,7573782.17809515,4.17206355339222,293.14999999563855,0.01154928000393587,760.7439346766943
3.600000000000002,INTER2,79.64069285513682,6894760.0,4.579125520454541,293.15,0.011549279984847869,834.9685750158943
3.700000000000002,INTER1,86.5649719004648,7499696.61937408,3.9305388667317605,293.1499999966348,0.010775355801652878,668.6770024661254
3.700000000000002,INTER2,79.6406928551368,6894760.0,4.272275565063715,293.15000000000003,0.01077535578637013,726.8144423361738
3.800000000000002,INTER1,85.77839608110231,7430859.883621257,3.701674289115166,293.1499999974061,0.010055726571025403,587.6846273930718
3.800000000000002,INTER2,79.64069285513682,6894760.0,3.9869527946662906,293.15,0.010055726558769221,632.9759675510261
3.900000000000002,INTER1,85.04685420643264,7366867.666707842,3.4849615532408884,293.14999999800153,0.009386281554624055,516.4451948334463
3.900000000000002,INTER2,79.64069285513683,6894760.0,3.7215273523775694,293.1499999999999,0.009386281544781,551.5024734702682
4.000000000000002,INTER1,84.36619864585755,7307350.824291517,3.279893813447924,293.14999999846134,0.008763257976110748,453.7932721685892
4.000000000000002,INTER2,79.6406928551368,6894760.0,3.474507350859261,293.15000000000003,0.008763257968194414,480.71923915074257
4.100000000000001,INTER1,83.73263038441917,7251971.830165577,3.0759373442824516,293.1500000000008,0.00815660725198761,396.11355875339245
4.100000000000001,INTER2,79.64069285513682,6894760.0,3.2339789559979435,293.15,0.008156607251993115,416.46586708794786
4.200000000000001,INTER1,83.14458117772837,7200589.008463828,2.801618087275705,293.14999999857855,0.007377007321756625,326.3035655903068
4.200000000000001,INTER2,79.64069285513682,6894760.0,2.9248786470104853,293.15,0.007377007305245033,340.6596829299986
4.300000000000001,INTER1,82.61412120157492,7154252.450632521,2.5507630426072945,293.14999999904046,0.006673624016142467,268.7599327478209
4.300000000000001,INTER2,79.64069285513682,6894760.0,2.6459971557447504,293.15,0.006673624004037739,278.7942292013579
4.4,INTER1,82.1353737651178,7112444.492129912,2.321539513026301,293.14999999935196,0.006038702711201628,221.3361756797935
4.4,INTER2,79.64069285513682,6894760.0,2.394259875150206,293.15,0.006038702702312426,228.26935341644395
4.5,INTER1,81.70310357173244,7074704.492757992,2.112227081119445,293.1499999995626,0.005465331287521702,182.25933074213037
4.5,INTER2,79.64069285513683,6894760.0,2.1669262481582847,293.1499999999999,0.005465331280984791,186.9791987872787
4.6,INTER1,81.31263953560538,7040621.872350087,1.9212165094021916,293.14999999970456,0.004947339354424939,150.0654391329005
4.6,INTER2,79.6406928551368,6894760.0,1.961549802574112,293.15000000000003,0.004947339349610733,153.21585608771005
4.699999999999999,INTER1,80.95980807427746,7009830.111816706,1.698556638462822,293.1500000000001,0.004354986718981171,116.78835473465855
4.699999999999999,INTER2,79.64069285513682,6894760.0,1.7266903956146982,293.15,0.004354986718975627,118.72275900214818
4.799999999999999,INTER1,80.64971522376203,6982772.837295977,1.492646009984519,293.14999999983746,0.003812387128069791,89.84346464141724
4.799999999999999,INTER2,79.6406928551368,6894760.0,1.5115573601031542,293.15000000000003,0.0038123871221717354,90.98175261742851
4.899999999999999,INTER1,80.43873508106992,6964393.337414607,1.3518346498023457,293.15098151615024,0.003443706564663527,73.49916154631234
4.899999999999999,INTER2,79.64111502261454,6894754.217898594,1.365365128633966,293.1484439902133,0.003443685409263433,74.23435675618548
4.999999999999998,INTER1,80.13407876460204,6937790.348680104,0.8385881189701335,293.15000000000094,0.0021281551461587362,28.176345438161146
4.999999999999998,INTER2,79.64069285513682,6894760.0,0.8437832968227257,293.15,0.0021281551462202157,28.350902080644836
5.099999999999998,INTER1,79.98309515215472,6924621.262395138,0.5830811972325798,293.14999999997633,0.0014769458575191188,13.596473616435315
5.099999999999998,INTER2,79.6406928551368,6894760.0,0.5855880546808155,293.15000000000003,0.0014769458424061302,13.654929179478065
5.1999999999999975,INTER1,79.87837862953099,6915488.275659003,0.40529608826293095,293.14999999999446,0.0010252717357104972,6.560607704155155
5.1999999999999975,INTER2,79.64069285513682,6894760.0,0.40650568286647054,293.15,0.0010252717305706473,6.58018761754436
5.299999999999997,INTER1,79.80571819383002,6909151.386765096,0.2816570102210042,293.1499999999987,0.0007118556021477163,3.1655206032026157
5.299999999999997,INTER2,79.64069285513682,6894760.0,0.2822406375779962,293.15,0.0007118556003607181,3.1720799364102943
5.399999999999997,INTER1,79.75528484319771,6904753.11159841,0.19570527486011816,293.14999999999964,0.0004943099287012313,1.5273358212097112
5.399999999999997,INTER2,79.64069285513682,6894760.0,0.1959868675393442,293.15,0.0004943099280537945,1.5295334430889034
5.4999999999999964,INTER1,79.72027156280195,6901699.681356655,0.13596856160885198,293.1499999999999,0.0003432769197769055,0.7369122571265968
5.4999999999999964,INTER2,79.64069285513682,6894760.0,0.13610442424474986,293.15,0.00034327691952482206,0.7376485947537769
5.599999999999996,INTER1,79.69595994497284,6899579.551025571,0.09445882020613,293.15,0.00023840543668113433,0.35554235464985684
5.599999999999996,INTER2,79.64069285513682,6894760.0,0.09452437037218343,293.15,0.00023840543657153122,0.355789084863986
5.699999999999996,INTER1,79.67907728749837,6898107.289386109,0.06561820221186968,293.14999999999986,0.0001655792669841854,0.17153903222290273
5.699999999999996,INTER2,79.64069285513682,6894760.0,0.06564982820127518,293.15,0.00016557926692920748,0.17162170879272093
5.799999999999995,INTER1,79.66735264442922,6897084.842666994,0.04558172047610879,293.15,0.00011500280447237666,0.08276216008123814
5.799999999999995,INTER2,79.64069285513682,6894760.0,0.045596978998561695,293.15,0.00011500280447987014,0.08278986479511359
5.899999999999995,INTER1,79.659209716557,6896374.742738812,0.03166258616510068,293.15000000000185,7.987662567587285e-05,0.03992995007761759
5.899999999999995,INTER2,79.64069285513682,6894760.0,0.031669947883649664,293.15,7.98766256963192e-05,0.03993923401217407
5.999999999999995,INTER1,79.6535541395458,6895881.552705574,0.02199351341373152,293.1500000000006,5.5480083136206385e-05,0.01926479482520227
5.999999999999995,INTER2,79.64069285513682,6894760.0,0.02199706518197628,293.15,5.548008315054326e-05,0.01926790593322412
6.099999999999994,INTER1,79.64962602691415,6895539.005637745,0.015276985623921392,293.1500000000002,3.853529987368146e-05,0.009294565349337685
6.099999999999994,INTER2,79.64069285513682,6894760.0,0.015278699224634203,293.15,3.85352998867047e-05,0.009295607912457973
6.199999999999994,INTER1,79.6468976877281,6895301.083992206,0.010611508739554968,293.1500000000001,2.6765991294608985e-05,0.00448428432201522
6.199999999999994,INTER2,79.64069285513682,6894760.0,0.01061233548980035,293.15,2.6765991304967687e-05,0.004484633697553787
6.299999999999994,INTER1,79.64500264964792,6895135.829592879,0.007370791182524332,293.15000000000003,1.8591309061769512e-05,0.002163499258359412
6.299999999999994,INTER2,79.64069285513682,6894760.0,0.007371190057772027,293.15,1.8591309065117214e-05,0.0021636163379446073
6.399999999999993,INTER1,79.64368639141496,6895021.047051043,0.005119756977178165,293.15,1.2913323533280704e-05,0.0010438066298263861
6.399999999999993,INTER2,79.64069285513682,6894760.0,0.005119949418216517,293.15,1.2913323531994354e-05,0.0010438458642471244
6.499999999999993,INTER1,79.64277213767502,6894941.3208190845,0.0035561771060560123,293.15,8.96947620047149e-06,0.0005035970019506034
6.499999999999993,INTER2,79.64069285513682,6894760.0,0.003556269951783312,293.15,8.969476200506052e-06,0.0005036101500125301
