,Time,Interface,Rho,Pressure,Velocity,Temperature,Mass Flow Rate
167,4.141414141414141,INTER4,7.98318047401642 kg/m^3,695225.6270781528 kg/ms^2,309.21821281527724 m/s,293.8617209715993 K,0.078176882001093 kg/s
168,4.242424242424242,INTER1,27.85904693837571 kg/m^3,2413166.0313488 kg/ms^2,86.98053636724279 m/s,293.1500017845233 K,0.07674068446653796 kg/s
169,4.242424242424242,INTER2,23.764129679838128 kg/m^3,2059447.383313124 kg/ms^2,101.96862182025019 m/s,293.15001906896777 K,0.07674070685131262 kg/s
170,4.242424242424242,INTER3,23.65194395961585 kg/m^3,2050455.066309418 kg/ms^2,105.75114545936844 m/s,293.2455632207801 K,0.07921168531357742 kg/s
171,4.242424242424242,INTER4,7.981960408082597 kg/m^3,695203.7769259834 kg/ms^2,309.2662551016706 m/s,293.89674988491055 K,0.07817707850923113 kg/s
172,4.343434343434343,INTER1,27.859046937674155 kg/m^3,2413166.031228742 kg/ms^2,86.98355611766986 m/s,293.15000177769764 K,0.07674334871254372 kg/s
173,4.343434343434343,INTER2,23.76384612784657 kg/m^3,2059422.8865525378 kg/ms^2,101.97337825988201 m/s,293.15001958156677 K,0.07674337079918017 kg/s
174,4.343434343434343,INTER3,23.65229921396762 kg/m^3,2050465.105515563 kg/ms^2,105.75183054670234 m/s,293.2427473023764 K,0.07921338824483813 kg/s
175,4.343434343434343,INTER4,7.9807312692634325 kg/m^3,695181.6318386517 kg/ms^2,309.3144916058302 m/s,293.93199524604245 K,0.07817723151644135 kg/s
176,4.444444444444445,INTER1,27.859046936963775 kg/m^3,2413166.0311071705 kg/ms^2,86.98676210743078 m/s,293.15000177078565 K,0.07674617727268715 kg/s
177,4.444444444444445,INTER2,23.763545078727596 kg/m^3,2059396.8782633562 kg/ms^2,101.97842819741294 m/s,293.1500201384076 K,0.07674619903202348 kg/s
178,4.444444444444445,INTER3,23.652649386800054 kg/m^3,2050474.0777753145 kg/ms^2,105.75247502877673 m/s,293.2398459523451 K,0.07921504375718866 kg/s
179,4.444444444444445,INTER4,7.9794925994516515 kg/m^3,695159.2094726831 kg/ms^2,309.36294294047286 m/s,293.96748119770643 K,0.07817734167917967 kg/s
180,4.545454545454545,INTER1,27.859046936440677 kg/m^3,2413166.031437802 kg/ms^2,86.98403434805793 m/s,293.1500018139159 K,0.07674377063948618 kg/s
181,4.545454545454545,INTER2,23.76380107554075 kg/m^3,2059416.5031221516 kg/ms^2,101.97413382663696 m/s,293.14968191284737 K,0.07674379393166539 kg/s
182,4.545454545454545,INTER3,23.65225822498297 kg/m^3,2050471.586426805 kg/ms^2,105.72354201018719 m/s,293.24411298764204 K,0.07919206148345136 kg/s
183,4.545454545454545,INTER4,7.983888482328747 kg/m^3,695174.6902181454 kg/ms^2,309.18113358211843 m/s,293.81495529991366 K,0.07817444007015335 kg/s
184,4.646464646464646,INTER1,27.859046935754254 kg/m^3,2413166.031321016 kg/ms^2,86.98741474634372 m/s,293.1500018073158 K,0.07674675307583986 kg/s
185,4.646464646464646,INTER2,23.76348365156425 kg/m^3,2059389.0897125772 kg/ms^2,101.97945844872199 m/s,293.14968378859345 K,0.0767467759854553 kg/s
186,4.646464646464646,INTER3,23.65257821687546 kg/m^3,2050477.9337035136 kg/ms^2,105.72473722612757 m/s,293.24120939906743 K,0.079194028161325 kg/s
187,4.646464646464646,INTER4,7.98262559167526 kg/m^3,695153.0581684655 kg/ms^2,309.2305397548648 m/s,293.85161263690503 K,0.07817456449898742 kg/s
188,4.747474747474747,INTER1,27.859046935059702 kg/m^3,2413166.0312028867 kg/ms^2,86.99097886835612 m/s,293.1500018006421 K,0.07674989760687771 kg/s
189,4.747474747474747,INTER2,23.763148964730586 kg/m^3,2059360.1851682377 kg/ms^2,101.98507263751736 m/s,293.1496857289616 K,0.07674992009341158 kg/s
190,4.747474747474747,INTER3,23.65289266288888 kg/m^3,2050483.1945558046 kg/ms^2,105.72591328113762 m/s,293.23822318773097 K,0.07919596194154029 kg/s
191,4.747474747474747,INTER4,7.981351674785179 kg/m^3,695131.1741380321 kg/ms^2,309.2802316269074 m/s,293.88857576183295 K,0.07817464919193216 kg/s
192,4.848484848484849,INTER1,27.859046934357504 kg/m^3,2413166.0310835 kg/ms^2,86.99472792738146 m/s,293.1500017938998 K,0.0767532053030523 kg/s
193,4.848484848484849,INTER2,23.76279689959296 kg/m^3,2059329.7795303033 kg/ms^2,101.99097832841781 m/s,293.14968773622024 K,0.07675322732070829 kg/s
194,4.848484848484849,INTER3,23.65320109747259 kg/m^3,2050487.3349494997 kg/ms^2,105.72707944258265 m/s,293.23515520035556 K,0.07919786820608783 kg/s
195,4.848484848484849,INTER4,7.980066361370892 kg/m^3,695109.0536612935 kg/ms^2,309.33022653199356 m/s,293.92586483488043 K,0.07817469481555164 kg/s
196,4.94949494949495,INTER1,27.859046933429656 kg/m^3,2413166.0309260474 kg/ms^2,86.99987444594736 m/s,293.15000178502515 K,0.07675774594112428 kg/s
197,4.94949494949495,INTER2,23.76231371065308 kg/m^3,2059288.049864734 kg/ms^2,101.99908367927276 m/s,293.1496905329514 K,0.07675776618389483 kg/s
198,4.94949494949495,INTER3,23.65359589340847 kg/m^3,2050491.2409117485 kg/ms^2,105.72891954325672 m/s,293.2310384271586 K,0.07920056850151716 kg/s
199,4.94949494949495,INTER4,7.978942231149521 kg/m^3,695079.8356289349 kg/ms^2,309.3848614218041 m/s,293.95438188762296 K,0.07817748807769638 kg/s
200,5.05050505050505,INTER1,27.859046932500352 kg/m^3,2413166.030768381 kg/ms^2,87.00522321916037 m/s,293.15000177614047 K,0.07676246502325197 kg/s
201,5.05050505050505,INTER2,23.761811507999678 kg/m^3,2059244.6778472944 kg/ms^2,102.00750795982913 m/s,293.14969340375126 K,0.07676248337578448 kg/s
202,5.05050505050505,INTER3,23.65397868870941 kg/m^3,2050493.582349178 kg/ms^2,105.73077332071732 m/s,293.22684996565096 K,0.07920323890523032 kg/s
203,5.05050505050505,INTER4,7.977808180644704 kg/m^3,695050.5782831941 kg/ms^2,309.4397478688692 m/s,293.98324980347434 K,0.07818024379011075 kg/s
204,5.151515151515151,INTER1,27.85904693156992 kg/m^3,2413166.030610558 kg/ms^2,87.01077359223446 m/s,293.15000176724897 K,0.07676736197173543 kg/s
205,5.151515151515151,INTER2,23.761290350029707 kg/m^3,2059199.6685457488 kg/ms^2,102.01625018791688 m/s,293.14969635165994 K,0.07676737831552503 kg/s
206,5.151515151515151,INTER3,23.65434925005737 kg/m^3,2050494.3471373743 kg/ms^2,105.73264569941547 m/s,293.2225909083267 K,0.07920588232333141 kg/s
207,5.151515151515151,INTER4,7.97666394556757 kg/m^3,695021.2925445745 kg/ms^2,309.4949026176882 m/s,294.01248295544355 K,0.07818296351345021 kg/s
208,5.252525252525253,INTER1,27.85904693063868 kg/m^3,2413166.0304526305 kg/ms^2,87.01652488941419 m/s,293.15000175835354 K,0.07677243619037391 kg/s
209,5.252525252525253,INTER2,23.760750296978546 kg/m^3,2059153.0271881556 kg/ms^2,102.02530935042182 m/s,293.14969937991566 K,0.07677245040390142 kg/s
210,5.252525252525253,INTER3,23.65470737118635 kg/m^3,2050493.5249178177 kg/ms^2,105.73454119161941 m/s,293.2182622692549 K,0.07920850144386893 kg/s
211,5.252525252525253,INTER4,7.975509273432719 kg/m^3,694991.9882924532 kg/ms^2,309.55034134935676 m/s,294.04209487105715 K,0.07818564865071184 kg/s
212,5.353535353535354,INTER1,27.8590469297069 kg/m^3,2413166.0302946432 kg/ms^2,87.02247642193198 m/s,293.1500017494565 K,0.07677768707148627 kg/s
213,5.353535353535354,INTER2,23.760191410172744 kg/m^3,2059104.7590983221 kg/ms^2,102.03468441580512 m/s,293.1497024919578 K,0.07677769903035866 kg/s
214,5.353535353535354,INTER3,23.65505287017915 kg/m^3,2050491.1068971802 kg/ms^2,105.73646392006654 m/s,293.2138649885973 K,0.07921109874471786 kg/s
215,5.353535353535354,INTER4,7.974343923627937 kg/m^3,694962.6744538953 kg/ms^2,309.60607869602416 m/s,294.0720982662562 K,0.07818830045179154 kg/s
216,5.454545454545454,INTER1,27.859046926381403 kg/m^3,2413166.029737816 kg/ms^2,87.04413165340311 m/s,293.1500017185097 K,0.07679679291466572 kg/s
217,5.454545454545454,INTER2,23.758146910919933 kg/m^3,2058928.206417931 kg/ms^2,102.0689678672289 m/s,293.14971657838595 K,0.07679688745479529 kg/s
218,5.454545454545454,INTER3,23.65623543029912 kg/m^3,2050476.8073617131 kg/ms^2,105.71298185611292 m/s,293.19799470054033 K,0.07919746649230254 kg/s
219,5.454545454545454,INTER4,7.973913880486728 kg/m^3,694859.2179583851 kg/ms^2,309.58222665284865 m/s,294.0446165348495 K,0.07817806058691693 kg/s
220,5.555555555555555,INTER1,27.85904692546733 kg/m^3,2413166.0295841233 kg/ms^2,87.05036165086766 m/s,293.1500017099301 K,0.07680228947826755 kg/s
221,5.555555555555555,INTER2,23.75756175097701 kg/m^3,2058877.66829399 kg/ms^2,102.07878357621601 m/s,293.1497197099052 K,0.07680238113424454 kg/s
222,5.555555555555555,INTER3,23.656549181304037 kg/m^3,2050471.2812737 kg/ms^2,105.71502912571434 m/s,293.1935483995076 K,0.07920005066523939 kg/s
223,5.555555555555555,INTER4,7.97274530501248 kg/m^3,694830.4609053328 kg/ms^2,309.63833917549164 m/s,294.0749750428179 K,0.07818077149264573 kg/s
224,5.656565656565657,INTER1,27.85904692455327 kg/m^3,2413166.0294304905 kg/ms^2,87.05678718917623 m/s,293.15000170135727 K,0.07680795856251368 kg/s
225,5.656565656565657,INTER2,23.756958185442272 kg/m^3,2058825.5404797972 kg/ms^2,102.08890799557435 m/s,293.1497229317378 K,0.07680804720605353 kg/s
226,5.656565656565657,INTER3,23.656850156619328 kg/m^3,2050464.1679835077 kg/ms^2,105.71711193987748 m/s,293.1890364137463 K,0.07920261873591448 kg/s
227,5.656565656565657,INTER4,7.971565485822294 kg/m^3,694801.7117970699 kg/ms^2,309.69478056086194 m/s,294.10575335315787 K,0.07818345099172304 kg/s
228,5.757575757575758,INTER1,27.85904692363941 kg/m^3,2413166.029276946 kg/ms^2,87.06340762502579 m/s,293.15000169279256 K,0.07681379959983492 kg/s
229,5.757575757575758,INTER2,23.75633627099204 kg/m^3,2058771.827900948 kg/ms^2,102.09934017147535 m/s,293.14972624781774 K,0.07681388510046532 kg/s
230,5.757575757575758,INTER3,23.657138246272453 kg/m^3,2050455.462987507 kg/ms^2,105.71923306756788 m/s,293.18445941934044 K,0.07920517240914053 kg/s
231,5.757575757575758,INTER4,7.9703742321546756 kg/m^3,694772.9765332693 kg/ms^2,309.7515612470646 m/s,294.13696115924176 K,0.07818609975044087 kg/s
232,5.858585858585858,INTER1,27.85904692272592 kg/m^3,2413166.029123515 kg/ms^2,87.07022232436958 m/s,293.1500016842372 K,0.07681981203082865 kg/s
233,5.858585858585858,INTER2,23.75569606331215 kg/m^3,2058716.5353987177 kg/ms^2,102.11007916659476 m/s,293.1497296622526 K,0.07681989425601136 kg/s
234,5.858585858585858,INTER3,23.6574133544039 kg/m^3,2050445.162619107 kg/ms^2,105.7213949840412 m/s,293.1798180399195 K,0.07920771321691156 kg/s
235,5.858585858585858,INTER4,7.969171364866165 kg/m^3,694744.2604180551 kg/ms^2,309.8086907234634 m/s,294.16860749788 K,0.07818871830596666 kg/s
236,5.959595959595959,INTER1,27.859046921812947 kg/m^3,2413166.028970218 kg/ms^2,87.0772306649659 m/s,293.15000167569207 K,0.0768259953065074 kg/s
237,5.959595959595959,INTER2,23.75503761686142 kg/m^3,2058659.6677094721 kg/ms^2,102.12112406409896 m/s,293.1497331793037 K,0.0768260741217531 kg/s
238,5.959595959595959,INTER3,23.65767539779919 kg/m^3,2050433.263947085 kg/ms^2,105.72359988566579 m/s,293.1751128501077 K,0.07921024252457318 kg/s
239,5.959595959595959,INTER4,7.967956716344404 kg/m^3,694715.5682126735 kg/ms^2,309.8661775489665 m/s,294.20070077391193 K,0.07819130707033355 kg/s
240,6.0606060606060606,INTER1,27.859046920900624 kg/m^3,2413166.028817072 kg/ms^2,87.08443203790121 m/s,293.1500016671578 K,0.07683234888964285 kg/s
241,6.0606060606060606,INTER2,23.754360984727853 kg/m^3,2058601.2294522994 kg/ms^2,102.13247397005026 m/s,293.1497368033931 K,0.07683242415863274 kg/s
242,6.0606060606060606,INTER3,23.657924304554378 kg/m^3,2050419.764685934 kg/ms^2,105.72584970535719 m/s,293.1703443790372 K,0.07921276153790033 kg/s
243,6.0606060606060606,INTER4,7.966730130356912 kg/m^3,694686.9041856823 kg/ms^2,309.92402937518614 m/s,294.2332487861001 K,0.07819386633503048 kg/s
244,6.161616161616162,INTER1,27.859046919989076 kg/m^3,2413166.0286640925 kg/ms^2,87.09182584930343 m/s,293.1500016586352 K,0.07683887225627728 kg/s
245,6.161616161616162,INTER2,23.753666218470897 kg/m^3,2058541.2251152035 kg/ms^2,102.14412801607301 m/s,293.1497405390803 K,0.07683894384097414 kg/s
246,6.161616161616162,INTER3,23.658160012894502 kg/m^3,2050404.663115396 kg/ms^2,105.72814612531663 m/s,293.1655131133099 K,0.07921527130866919 kg/s
247,6.161616161616162,INTER4,7.965491461943039 kg/m^3,694658.2721562337 kg/ms^2,309.98225296424226 m/s,294.2662587485882 K,0.07819639627466424 kg/s
248,6.262626262626262,INTER1,27.859046916941647 kg/m^3,2413166.028163133 kg/ms^2,87.11679398379812 m/s,293.1500016313442 K,0.076860900989123 kg/s
249,6.262626262626262,INTER2,23.75130453039087 kg/m^3,2058337.2860668008 kg/ms^2,102.18372572878384 m/s,293.1497574553237 K,0.07686108900882709 kg/s
250,6.262626262626262,INTER3,23.658900656056996 kg/m^3,2050349.1142452762 kg/ms^2,105.70454036602536 m/s,293.14923017710674 K,0.07920006440013183 kg/s
251,6.262626262626262,INTER4,7.965151422702262 kg/m^3,694563.7141724152 kg/ms^2,309.9470726860332 m/s,294.2391986880939 K,0.07818418391588322 kg/s
252,6.363636363636363,INTER1,27.859046916048847 kg/m^3,2413166.028015647 kg/ms^2,87.12443058951884 m/s,293.15000162326606 K,0.07686763856697396 kg/s
253,6.363636363636363,INTER2,23.75058676765306 kg/m^3,2058275.2948186994 kg/ms^2,102.19576541595785 m/s,293.14976121259224 K,0.07686782207333534 kg/s
254,6.363636363636363,INTER3,23.659106064074216 kg/m^3,2050331.1350472644 kg/ms^2,105.70699405157791 m/s,293.14436399929855 K,0.07920259048154157 kg/s
255,6.363636363636363,INTER4,7.963908489949201 kg/m^3,694535.6676388426 kg/ms^2,310.0057916304242 m/s,294.2726150159221 K,0.07818679310886666 kg/s
256,6.4646464646464645,INTER1,27.85904691515697 kg/m^3,2413166.0278683915 kg/ms^2,87.1322553615739 m/s,293.15000161520527 K,0.07687454215913185 kg/s
257,6.4646464646464645,INTER2,23.74985125730719 kg/m^3,2058211.7709433178 kg/ms^2,102.2081027480405 m/s,293.14976508927737 K,0.07687472101471123 kg/s
258,6.4646464646464645,INTER3,23.65929841816287 kg/m^3,2050311.578965387 kg/ms^2,105.70949577572142 m/s,293.1394367609509 K,0.07920510888771992 kg/s
259,6.4646464646464645,INTER4,7.962653216764558 kg/m^3,694507.6575243755 kg/ms^2,310.0648877938775 m/s,294.30650514538974 K,0.07818937162601057 kg/s
260,6.565656565656566,INTER1,27.859046914266102 kg/m^3,2413166.027721373 kg/ms^2,87.14026780256286 m/s,293.1500016071617 K,0.07688161132675334 kg/s
261,6.565656565656566,INTER2,23.74909804153781 kg/m^3,2058146.7181204464 kg/ms^2,102.22073701371791 m/s,293.14976909019396 K,0.07688178539292481 kg/s
262,6.565656565656566,INTER3,23.659477683339798 kg/m^3,2050290.4455478992 kg/ms^2,105.71204637544878 m/s,293.13444880529096 K,0.07920762012646446 kg/s
263,6.565656565656566,INTER4,7.961385503172862 kg/m^3,694479.6863165849 kg/ms^2,310.12436459044136 m/s,294.34087413275154 K,0.07819191923192939 kg/s
264,6.666666666666667,INTER1,27.859046913376314 kg/m^3,2413166.027574594 kg/ms^2,87.14846743115291 m/s,293.1500015991349 K,0.07688884564517107 kg/s
265,6.666666666666667,INTER2,23.7483271609068 kg/m^3,2058080.139890643 kg/ms^2,102.23366752878805 m/s,293.1497732202926 K,0.07688901478221782 kg/s
266,6.666666666666667,INTER3,23.659643830475133 kg/m^3,2050267.7346370763 kg/ms^2,105.71464649600374 m/s,293.12940044646007 K,0.07921012458138171 kg/s
267,6.666666666666667,INTER4,7.960105259417387 kg/m^3,694451.7562240855 kg/ms^2,310.1842246729714 m/s,294.3757265563584 K,0.07819443559753378 kg/s
268,6.767676767676767,INTER1,27.859046912487678 kg/m^3,2413166.027428057 kg/ms^2,87.15685378290695 m/s,293.15000159112435 K,0.07689624470462433 kg/s
269,6.767676767676767,INTER2,23.747538654278145 kg/m^3,2058012.0396486307 kg/ms^2,102.24689363744216 m/s,293.14977748464486 K,0.07689640877182505 kg/s
270,6.767676767676767,INTER3,23.6597968356871 kg/m^3,2050243.4463284672 kg/ms^2,105.71729659915701 m/s,293.12429197109543 K,0.07921262251605594 kg/s
271,6.767676767676767,INTER4,7.95881240572809 kg/m^3,694423.8691987465 kg/ms^2,310.244469954392 m/s,294.41106653386595 K,0.07819692030333716 kg/s
272,6.8686868686868685,INTER1,27.859046911600252 kg/m^3,2413166.0272817602 kg/ms^2,87.16542641073286 m/s,293.1500015831295 K,0.07690380811065545 kg/s
273,6.8686868686868685,INTER2,23.746732558779637 kg/m^3,2057942.4206396558 kg/ms^2,102.26041471296702 m/s,293.14978188839854 K,0.07690396696637879 kg/s
274,6.8686868686868685,INTER3,23.65993667979518 kg/m^3,2050217.5809347725 kg/ms^2,105.7199969703286 m/s,293.1191236398523 K,0.07921511407755 kg/s
275,6.8686868686868685,INTER4,7.957506872246559 kg/m^3,694396.0269567011 kg/ms^2,310.30510161962127 m/s,294.4468977332398 K,0.07819937284195082 kg/s
276,6.96969696969697,INTER1,27.859046908771187 kg/m^3,2413166.026832848 kg/ms^2,87.19284113973939 m/s,293.1500015596477 K,0.07692799541134109 kg/s
277,6.96969696969697,INTER2,23.744135075700342 kg/m^3,2057718.135245017 kg/ms^2,102.30396165161308 m/s,293.1498026121356 K,0.07692830047502654 kg/s
278,6.96969696969697,INTER3,23.660338975395362 kg/m^3,2050130.7339699543 kg/ms^2,105.69596046281512 m/s,293.102561951185 K,0.07919845032989155 kg/s
279,6.96969696969697,INTER4,7.9572591142081555 kg/m^3,694308.4719475206 kg/ms^2,310.2598905226851 m/s,294.41938497617576 K,0.07818554488996657 kg/s
280,7.070707070707071,INTER1,27.859046907902435 kg/m^3,2413166.026693195 kg/ms^2,87.20162754515516 m/s,293.1500015522302 K,0.07693574742787689 kg/s
281,7.070707070707071,INTER2,23.743308641086855 kg/m^3,2057646.7588535608 kg/ms^2,102.31782376257149 m/s,293.1498070280464 K,0.07693604628563132 kg/s
282,7.070707070707071,INTER3,23.660450485808987 kg/m^3,2050102.2275630557 kg/ms^2,105.69882552865799 m/s,293.09736756370137 K,0.07920097040624766 kg/s
283,7.070707070707071,INTER4,7.955949667433369 kg/m^3,694281.2066859574 kg/ms^2,310.32103296125985 m/s,294.4556076408499 K,0.07818808404392481 kg/s
284,7.171717171717171,INTER1,27.859046907034887 kg/m^3,2413166.0265538343 kg/ms^2,87.2105963708576 m/s,293.15000154483437 K,0.07694366038913061 kg/s
285,7.171717171717171,INTER2,23.74246496377172 kg/m^3,2057573.8936601626 kg/ms^2,102.33197502155129 m/s,293.14981159101876 K,0.07694395290301459 kg/s
286,7.171717171717171,INTER3,23.66054908594632 kg/m^3,2050072.1744103606 kg/ms^2,105.70173835555241 m/s,293.0921144693879 K,0.07920348307370571 kg/s
287,7.171717171717171,INTER4,7.9546275164165925 kg/m^3,694253.9852907872 kg/ms^2,310.382550151024 m/s,294.4923227349471 K,0.07819058765584715 kg/s
288,7.2727272727272725,INTER1,27.85904690616859 kg/m^3,2413166.0264147595 kg/ms^2,87.21974725542569 m/s,293.150001537459 K,0.07695173397622992 kg/s
289,7.2727272727272725,INTER2,23.741604072560214 kg/m^3,2057499.5421916142 kg/ms^2,102.34641494125836 m/s,293.1498163062975 K,0.07695202000779587 kg/s
290,7.2727272727272725,INTER3,23.660634766678534 kg/m^3,2050040.5750925904 kg/ms^2,105.70469865762485 m/s,293.08680284656924 K,0.07920598808437186 kg/s
291,7.2727272727272725,INTER4,7.953292630123935 kg/m^3,694226.8088517452 kg/ms^2,310.44444064432497 m/s,294.5295322714645 K,0.07819305493467055 kg/s
292,7.373737373737374,INTER1,27.859046905303583 kg/m^3,2413166.0262759626 kg/ms^2,87.22907985345577 m/s,293.1500015301026 K,0.0769599678844342 kg/s
293,7.373737373737374,INTER2,23.740725994649974 kg/m^3,2057423.7068362532 kg/ms^2,102.36114306134948 m/s,293.14982117919243 K,0.0769602472948068 kg/s
294,7.373737373737374,INTER3,23.660707521682706 kg/m^3,2050007.4302946096 kg/ms^2,105.70770600833596 m/s,293.0814328545315 K,0.07920848509421904 kg/s
295,7.373737373737374,INTER4,7.951944986475652 kg/m^3,694199.678302981 kg/ms^2,310.50670236794866 m/s,294.5672378794491 K,0.07819548501894406 kg/s
296,7.474747474747475,INTER1,27.859046904439904 kg/m^3,2413166.0261374335 kg/ms^2,87.238593835359 m/s,293.15000152276383 K,0.07696836182295577 kg/s
297,7.474747474747475,INTER2,23.739830755640945 kg/m^3,2057346.3898451463 kg/ms^2,102.37615894813058 m/s,293.14982621512206 K,0.07696863447289418 kg/s
298,7.474747474747475,INTER3,23.66076734713663 kg/m^3,2049972.7407872935 kg/ms^2,105.71075984617603 m/s,293.07600463464877 K,0.07921097366633409 kg/s
299,7.474747474747475,INTER4,7.950584572221959 kg/m^3,694172.5944355989 kg/ms^2,310.56933263800374 m/s,294.60544081325185 K,0.07819787697958071 kg/s
300,7.575757575757575,INTER1,27.859046901804337 kg/m^3,2413166.025702722 kg/ms^2,87.26848080634045 m/s,293.150001498994 K,0.07699473031950892 kg/s
301,7.575757575757575,INTER2,23.736995386846544 kg/m^3,2057101.5637159988 kg/ms^2,102.42369085641856 m/s,293.14984889143597 K,0.07699517297693166 kg/s
302,7.575757575757575,INTER3,23.6609147493929 kg/m^3,2049859.7880464406 kg/ms^2,105.68606156909462 m/s,293.05888753209587 K,0.07919296015768858 kg/s
303,7.575757575757575,INTER4,7.950335691777895 kg/m^3,694088.6048428403 kg/ms^2,310.51851610496954 m/s,294.57943793383333 K,0.0781826344861089 kg/s
304,7.6767676767676765,INTER1,27.859046900958056 kg/m^3,2413166.025572025 kg/ms^2,87.27818831421233 m/s,293.1500014923818 K,0.07700329500104834 kg/s
305,7.6767676767676765,INTER2,23.736081643646937 kg/m^3,2057022.647808756 kg/ms^2,102.43901697002337 m/s,293.1498539301617 K,0.0770037297756724 kg/s
306,7.6767676767676765,INTER3,23.660948163480274 kg/m^3,2049822.655750224 kg/ms^2,105.68926682748403 m/s,293.0534374362787 K,0.07919547377058268 kg/s
307,7.6767676767676765,INTER4,7.948972970824402 kg/m^3,694062.0694398561 kg/ms^2,310.58157134297016 m/s,294.6179638488087 K,0.0781851070379084 kg/s
308,7.777777777777778,INTER1,27.859046900113043 kg/m^3,2413166.02544165 kg/ms^2,87.2880735801306 m/s,293.1500014857938 K,0.07701201651393143 kg/s
309,7.777777777777778,INTER2,23.735151063003755 kg/m^3,2056942.2782759313 kg/ms^2,102.45462540903542 m/s,293.1498591383044 K,0.07701244327239323 kg/s
310,7.777777777777778,INTER3,23.660968931671917 kg/m^3,2049784.0101709056 kg/ms^2,105.69251370138265 m/s,293.0479300220553 K,0.07919797624546022 kg/s
311,7.777777777777778,INTER4,7.947597641267938 kg/m^3,694035.5779043498 kg/ms^2,310.6449713815424 m/s,294.6569807216766 K,0.07818753688972392 kg/s
312,7.878787878787879,INTER1,27.85904689926933 kg/m^3,2413166.0253115813 kg/ms^2,87.29813634279769 m/s,293.1500014792282 K,0.07702089462762213 kg/s
313,7.878787878787879,INTER2,23.734203663867778 kg/m^3,2056860.4567929455 kg/ms^2,102.47051585129407 m/s,293.1498645211385 K,0.0770213132365129 kg/s
314,7.878787878787879,INTER3,23.66097705403572 kg/m^3,2049743.8520340421 kg/ms^2,105.69580120867768 m/s,293.0423653784297 K,0.07920046684280828 kg/s
315,7.878787878787879,INTER4,7.946209724232039 kg/m^3,694009.1306948272 kg/ms^2,310.70871138567867 m/s,294.69648842328877 K,0.07818992291167633 kg/s
316,7.979797979797979,INTER1,27.859046898426946 kg/m^3,2413166.0251818034 kg/ms^2,87.30837635543311 m/s,293.1500014726827 K,0.07702992912439247 kg/s
317,7.979797979797979,INTER2,23.733239463720107 kg/m^3,2056777.1849085966 kg/ms^2,102.48668799922187 m/s,293.1498700839912 K,0.07703033945033197 kg/s
318,7.979797979797979,INTER3,23.660972532180836 kg/m^3,2049702.1820961775 kg/ms^2,105.69912825623108 m/s,293.0367435803061 K,0.0792029447449798 kg/s
319,7.979797979797979,INTER4,7.944809248928322 kg/m^3,693982.728169157 kg/ms^2,310.77278598577414 m/s,294.73648649194723 K,0.07819226391918425 kg/s
320,8.080808080808081,INTER1,27.85904689758592 kg/m^3,2413166.0250522983 kg/ms^2,87.31879338658831 m/s,293.15000146615506 K,0.0770391198000414 kg/s
321,8.080808080808081,INTER2,23.73225847849897 kg/m^3,2056692.4640386226 kg/ms^2,102.50314158108714 m/s,293.1498758322272 K,0.07703952170973992 kg/s
322,8.080808080808081,INTER3,23.660955369078977 kg/m^3,2049659.001130749 kg/ms^2,105.70249364076028 m/s,293.0310646886743 K,0.07920540905626047 kg/s
323,8.080808080808081,INTER4,7.943396252670309 kg/m^3,693956.3705894174 kg/ms^2,310.837189277213 m/s,294.7769741343973 K,0.0781945586732196 kg/s
324,8.181818181818182,INTER1,27.859046895155323 kg/m^3,2413166.0246588266 kg/ms^2,87.35040153679884 m/s,293.1500014450868 K,0.07706700684919966 kg/s
325,8.181818181818182,INTER2,23.729255645976593 kg/m^3,2056433.2037271338 kg/ms^2,102.55347739316844 m/s,293.14990341481774 K,0.07706760063822422 kg/s
326,8.181818181818182,INTER3,23.660866949686852 kg/m^3,2049524.1004194398 kg/ms^2,105.67716784574668 m/s,293.0137326578777 K,0.07918613591739701 kg/s
327,8.181818181818182,INTER4,7.943217954861429 kg/m^3,693877.1667266538 kg/ms^2,310.77855540706764 m/s,294.75037963395533 K,0.07817805384251938 kg/s
328,8.282828282828282,INTER1,27.85904689433081 kg/m^3,2413166.024538379 kg/ms^2,87.36099096088087 m/s,293.1500014394351 K,0.07707634962272608 kg/s
329,8.282828282828282,INTER2,23.72825807912345 kg/m^3,2056347.0497903358 kg/ms^2,102.57020893152375 m/s,293.14990913087127 K,0.07707693375645135 kg/s
330,8.282828282828282,INTER3,23.660825254022146 kg/m^3,2049478.676464852 kg/ms^2,105.68067214683013 m/s,293.00803679783365 K,0.07918862221622186 kg/s
331,8.282828282828282,INTER4,7.941804408395308 kg/m^3,693851.3332363003 kg/ms^2,310.84329936979447 m/s,294.79111714039635 K,0.0781804253589272 kg/s
332,8.383838383838384,INTER1,27.85904689350756 kg/m^3,2413166.024418258 kg/ms^2,87.37175395402899 m/s,293.1500014338083 K,0.07708584553176677 kg/s
333,8.383838383838384,INTER2,23.727244033758257 kg/m^3,2056259.4733869417 kg/ms^2,102.58721674959615 m/s,293.1499150367923 K,0.07708641988432767 kg/s
334,8.383838383838384,INTER3,23.660771219456265 kg/m^3,2049431.7733476483 kg/ms^2,105.68420814103179 m/s,293.0022845929054 K,0.07919109095651722 kg/s
335,8.383838383838384,INTER4,7.940378657126885 kg/m^3,693825.5406972728 kg/ms^2,310.9083386604699 m/s,294.83233170022487 K,0.07818274517240299 kg/s
