Time,Converged Residual,Object,Density (kg/m^3),Pressure (kg/ms^2),Velocity (m/s),Temperature (K),Mass Flow Rate (kg/s),Mass (kg),Dynamic Pressure (kg/ms^2)
0.0,0.39419964959111387,INTER2,2.086220727306673,95049.47919741095,912.6656231227215,154.27771289850048,0.02229032696442088,N/A,868867.6851815864
0.0,0.39419964959111387,Pressure Outlet,1.1572237248244983,100663.496,N/A,N/A,N/A,N/A,N/A
0.0,0.31376683628706575,Pressure Inlet,70.67477441523894,5515808.0,20,268.15,N/A,N/A,N/A
0.0,0.31376683628706575,INTER1,42.46592314658617,5048096.002754898,77.49298180052914,394.2354352656421,0.0385254244383959,N/A,127507.37883567356
0.0,0.31376683628706575,critical_orifice,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.0,0.31376683628706575,INTER2,2.1549508378000115,95540.47233846696,917.8501938178975,150.20037582002868,0.023155473236151292,N/A,907718.0657865719
0.0,0.31376683628706575,Pressure Outlet,1.1572237248244983,100663.496,N/A,N/A,N/A,N/A,N/A
0.0,0.26925474007337763,Pressure Inlet,70.67477441523894,5515808.0,20,268.15,N/A,N/A,N/A
0.0,0.26925474007337763,INTER1,44.432518387978014,4716257.481837266,32.056952781777376,354.1987688489283,0.01667506967703411,N/A,22830.49925248723
0.0,0.26925474007337763,critical_orifice,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.0,0.26925474007337763,INTER2,2.245099310965491,96256.40626588269,917.1404903994267,145.34377051569908,0.024105487250307676,N/A,944228.91486795
0.0,0.26925474007337763,Pressure Outlet,1.1572237248244983,100663.496,N/A,N/A,N/A,N/A,N/A
0.0,0.14311641989185783,Pressure Inlet,70.67477441523894,5515808.0,20,268.15,N/A,N/A,N/A
0.0,0.14311641989185783,INTER1,54.29098320500695,5236298.093477691,44.094252228872236,323.5478102181024,0.028025552254137456,N/A,52779.06292063876
0.0,0.14311641989185783,critical_orifice,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.0,0.14311641989185783,INTER2,2.4362151918200827,98581.57973953738,756.1895311385649,137.36398642337488,0.021567052630220743,N/A,696541.461104122
0.0,0.14311641989185783,Pressure Outlet,1.1572237248244983,100663.496,N/A,N/A,N/A,N/A,N/A
0.0,0.1621045094449083,Pressure Inlet,70.67477441523894,5515808.0,20,268.15,N/A,N/A,N/A
0.0,0.1621045094449083,INTER1,64.42132131620474,5515807.999712099,19.61862583333527,290.54161500779185,0.014795944823130906,N/A,12397.57662855655
0.0,0.1621045094449083,critical_orifice,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.0,0.1621045094449083,INTER2,2.770846872320658,100566.31094374455,672.7377115852312,123.58448242896233,0.02182241395285287,N/A,627009.4366514758
0.0,0.1621045094449083,Pressure Outlet,1.1572237248244983,100663.496,N/A,N/A,N/A,N/A,N/A
0.0,0.1675268926826005,Pressure Inlet,70.67477441523894,5515808.0,20,268.15,N/A,N/A,N/A
0.0,0.1675268926826005,INTER1,67.01634230897284,5515808.000270509,44.03556390792252,280.6732223468125,0.03454846636288497,N/A,64976.72970913327
0.0,0.1675268926826005,critical_orifice,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.0,0.1675268926826005,INTER2,2.840869714887305,100663.29587035565,687.2566768947353,120.74834431994734,0.022856765640880652,N/A,670902.2633340905
0.0,0.1675268926826005,Pressure Outlet,1.1572237248244983,100663.496,N/A,N/A,N/A,N/A,N/A
0.0,0.14311641993938248,Pressure Inlet,70.67477441523894,5515808.0,20,268.15,N/A,N/A,N/A
0.0,0.14311641993938248,INTER1,54.290984014005645,5236298.093477691,44.094252228872236,323.5478057849542,0.02802555267175073,N/A,52779.063707108086
0.0,0.14311641993938248,critical_orifice,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.0,0.14311641993938248,INTER2,2.4362151918200827,98581.57973953738,756.1895311385649,137.36398642337488,0.021567052630220743,N/A,696541.461104122
0.0,0.14311641993938248,Pressure Outlet,1.1572237248244983,100663.496,N/A,N/A,N/A,N/A,N/A
0.0,0.14311642433277488,Pressure Inlet,70.67477441523894,5515808.0,20,268.15,N/A,N/A,N/A
0.0,0.14311642433277488,INTER1,54.29098320500695,5236298.093477691,44.094252885927794,323.5478102181024,0.02802555267175073,N/A,52779.064493577425
0.0,0.14311642433277488,critical_orifice,N/A,N/A,N/A,N/A,N/A,N/A,N/A
0.0,0.14311642433277488,INTER2,2.4362151918200827,98581.57973953738,756.1895311385649,137.36398642337488,0.021567052630220743,N/A,696541.461104122
0.0,0.14311642433277488,Pressure Outlet,1.1572237248244983,100663.496,N/A,N/A,N/A,N/A,N/A
0.0,0.14311642177803374,Pressure Inlet,70.67477441523894,5515808.0,20,268.15,N/A,N/A,N/A
0.0,0.14311642177803374,INTER1,54.29098320500695,5236298.171504612,44.094252228872236,323.5478146089372,0.028025552254137456,N/A,52779.06292063876
